paper_id,page_num,source_type,source_location,source_snippet,alloy_name,composition_of_alloy,density_raw,density_value,density_unit,burn_factor_raw,burn_factor_value,extinction_pressure_raw,extinction_pressure_value,flammability_index_raw,flammability_index_value,tensile_strength_raw,tensile_strength_value,tensile_strength_type,tensile_temperature_condition,tensile_temperature_C,tensile_unit,tensile_strength_with_temp,elongation_raw,elongation_percent,elongation_temperature_condition,elongation_temperature_C,elongation_unit,elongation_with_temp,thermal_conductivity_raw,thermal_conductivity_value,thermal_conductivity_temperature_condition,thermal_conductivity_temperature_C,thermal_conductivity_unit,thermal_conductivity_with_temp,thermal_expansion_raw,thermal_expansion_value,thermal_expansion_temperature_condition,thermal_expansion_temperature_C,thermal_expansion_unit,thermal_expansion_with_temp,manufacturing_process,table_idx,row_idx,source_csv
6.2019-4228,12,text,page_text,ne particles and limit the maximum diameter of the powder to 45 µm. The average tensile strength and elongation values from lots tested are shown below in Table 2 with various vendor powder lots and mesh sizes. A minimum of 30% elongation was,,,,,,,,,,,,tensile strength and elongation values from lots tested are shown below in Table 2,2.0,UTS,,,,2,,,,,,,,,,,,,,,,,,,,,,
6.2019-4228,13,text,page_text,t samples tested using the Laser Flash Method21 demonstrated a 5-8% increase in conductivity over the temperature range tested as seen in Figure 15. The improved conductivity allows for lowering the hot wall temperature to impr,,,,,,,,,,,,,,,,,,,,,,,,,conductivity over the temperature range tested as seen in Figure 15,15.0,,-9.444444444444445,,15 @ -9.44444 °C,,,,,,,,,,
6.2019-4228,13,text,page_text,GRCop84 r e h T 0 0 100 200 300 400 500 600 700 800 Temperature (˚C) Figure 15. Thermal conductivity of SLM GRCop-42 and SLM GRCop-84 using Laser Flash Method. Builds of SLM GRCop-42 were setup to,,,,,,,,,,,,,,,,,,,,,,,,,Thermal conductivity of SLM GRCop-42,,,,,,,,,,,,,,,
6.2019-4228,14,text,page_text,"lop optimal mechanical properties (shown in ksi and %). Further mechanical characterization took place of the SLM GRCop-42, built using optimized parameters and source powder, to compare with extruded a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cterization took place of the SLM GRCop-42,,,,,,,,,
6.2019-4228,16,text,page_text,of the GRCop-42 material in a high heat flux environment. This testing was conducted at NASA MSFC Test Stand 115. NASA MSFC’s Test Stand (TS) 115 is ideal for testing quick turnaround subscale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted at NASA MSFC Test Stand 115,115.0,,,,115,,,,
6.2019-4228,16,text,page_text,"d using the SLM GRCop-42 liners to evaluate performance25. The testing was conducted on a LOX/GH2 thrust chamber assembly previously demonstrated with an SLM GRCop-84 liner26,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted on a LOX/GH2,2.0,,,,2,,,,
6.2019-4228,23,text,page_text,"se in combustion chambers including: 1) Ability to print using SLM, 2) Improved conductivity over SLM GRCop-84, 23 American Institute of Aeronautics and Astronautics 8224-9102.6/4152.01 :IOD",,,,,,,,,,,,,,,,,,,,,,,,,conductivity over SLM GRCop-84,,,,,,,,,,,,,,,
6.2019-4228,25,text,page_text,"eptember 25-28, 2005; Pittsburg, PA. 20060005216. (2006). 16 Ellis, D.L., 2005. Conductivity of GRCop-42 alloy enhanced. NASA Research & Technology, p.16. 17 Bremen, S., Meiners, W. an",,,,,,,,,,,,,,,,,,,,,,,,,Conductivity of GRCop-42,,,,,,,,,,,,,,,
6.2019-4228,26,text,page_text,"d Hot-fire Testing of Liquid Rocket Channel Wall Nozzles using Blown Powder Directed Energy Deposition Inconel 625 and JBK-75 Alloys”. 55th AIAA/SAE/ASEE Joint Propulsion Conference, AIAA Propul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted Energy Deposition Inconel 625,625.0,,,,625,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,7,text,page_text,catedreferences. Meltingtemperature ApproximatemaximumsolubilityinCu Purethermalconductivity0–100°C(W Atomicradii Crystal Element (K) (wt-%[at%]) m−1K−1)[1] (Å) lattice Ag 1,,,,,,,,,,,,,,,,,,,,,,,,,conductivity0,0.0,,,,0,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,9,text,page_text,"rovidesarelationofelectrical more in the presence of defects, deceasing lel and conductivity, σ, to thermal conductivity, κ, and temp- their contribution to conductivity [35]. In alloys, the erature, T electronic contribution is still considered dominan",,,,,,,,,,,,,,,,,,,,,,,,,"conductivity, σ, to thermal conductivity, κ, and temp- their contribution to conductivity [35",35.0,,,,35,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,9,text,page_text,"er’s wall rather than mechanical sources to decrease to account for the loss of conductivity [2,19]. The material’s coefficient of thermal expansion since they are directly pr",,,,,,,,,,,,,,,,,,,,,,,,,conductivity [2,2.0,,,,2,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,9,text,page_text,"el, and for length phonons, lp, provide a qualitative means of assessing DV the thermal conductivity of metals [34]. More scatter- V =avDT (12) ing sites or interactions will result in decreased",,,,,,,,,,,,,,,,,,,,,,,,,thermal conductivity of metals [34,34.0,,,,34,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,10,text,page_text,and distribution was of debate and has been attributed to different forms conducted by Andrus and Bordeau [19] of Pratt & of fatigue and creep with dominant mechanisms Whitney on NARloy-Z l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted by Andrus and Bordeau [19,19.0,,,,19,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,11,text,page_text,thCufor 2 comparison. Heatofformation(kJ Meltingtemperature Modulusofelasticity Density(g Coefficientofthermalexpansion10−6(K−1)[at Phase mol−1) (K) (GPa) cm−3) temperature] AlO [1] −1667 2323 380 3.97,,,Density(g Coefficientofthermalexpansion10−,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,11,text,page_text,"have been more easily phenomenon called cyclic creep if the thermal strain detected, prevented, and understood [19]. is high enough [44]. Another creep term that is often Hydrogenembrittlementis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cted, prevented, and understood [19",19.0,,,,19,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,12,text,page_text,more sponge-likeappearancewhichdamagesthethin-walled thorough alloying and characterisation [60]. CBMS’s coolant channels which roughen and decrease their high cooling rates w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cterisation [60,60.0,,,,60,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,15,text,page_text,be present but were not because of concerns with conductivity and the con- detected [9]. Using transmission electron microscopy dition of tested specimens including h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted [9,9.0,,,,9,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,15,text,page_text,"e hardware have been duction properties due to variation in the processing conducted by various researchers [2,4,6,15,46,73–78] methods.Inthisinitialstudy,manyimportantconcerns that are each",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted by various researchers [2,2.0,,,,2,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,16,text,page_text,"strengthening or retention bump forming, stamping, metal spinning, and tube of conductivity [2]. Serviceable GRCop-84 hardware drawing[2].NASAhasdemonstratedGRCop-84con- has",,,,,,,,,,,,,,,,,,,,,,,,,conductivity [2,2.0,,,,2,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,17,text,page_text,"stingdataonGRCopalloysincludingwrought,extruded,andL- PBF(SLM)andoxygen-freehighconductivity(OFHC)Cuforcomparison;redrawnfromplotsfrom[1–5]withpermission.",,,,,,,,,,,,,,,,,,,,,,,,,conductivity(OFHC)Cuforcomparison;redrawnfromplotsfrom[1,1.0,,,,1,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,18,text,page_text,"t to ensure near improve SSME designs. These are described by Ellis theoretical density and homogeneity [88]. NASA’s L- et al. [86] and include metal spinning plate, directly PBF development",,,density and homogeneity [88].,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,18,text,page_text,"entionallasersandhighther- andum is on GRCop-42, and the parameters may not mal conductivity of the powder [87]. Copper has high be current. Their ConceptLaser uses a single 400 W reflectivi",,,,,,,,,,,,,,,,,,,,,,,,,conductivity of the powder [87,87.0,,,,87,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,20,text,page_text,ains near that optimisedtoreducethiseffectwithcaretakentoretain stress for 10–20% elongation followed by 5–15% hydrogen-embrittlement resistance. elongation during necking before failure [86,,,,,,,,,,,,,,,,,,,% elongation followed by 5–15%,15.0,,,%,15 %,,,,,,,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,20,text,page_text,"412 R.P.MINNECIETAL. Thermal conductivity At room temperature, extruded, <20ppm Fe, GRCop-84’s thermal conductivity is ∼76%, based on GRCop-84’sthermalcondu",,,,,,,,,,,,,,,,,,,,,,,,,"Thermal conductivity At room temperature, extruded, <20",20.0,RT,,,20 @ RT,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,20,text,page_text,"ETAL. Thermal conductivity At room temperature, extruded, <20ppm Fe, GRCop-84’s thermal conductivity is ∼76%, based on GRCop-84’sthermalconductivitycomparedtosimilar Figure 9, of OFHC’s r",,,,,,,,,,,,,,,,,,,,,,,,,thermal conductivity is ∼76,76.0,,,,76,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,20,text,page_text,"ngsites,whichresultsinathermal andresistivityarecalculated,theLorenznumbercould conductivity ∼86.5% OFHC Cu at room temperature be determined and was measured between 29 and whic",,,,,,,,,,,,,,,,,,,,,,,,,conductivity ∼86.5,86.5,,,,86.5,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,20,text,page_text,"rom the Cr melt stock had a significant impact on GRCop-84’s Tensile properties conductivity, illustrated in Figure 9 and Table 5, and new processing guidelines ensure or require the con- According",,,,,,,,,,,,,,,,,,,,,,,,,"conductivity, illustrated in Figure 9",9.0,,-12.777777777777779,,9 @ -12.7778 °C,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,20,text,page_text,"Cop-42 including ther- HIPed billet, rolled plate, rolled sheet, drawn tube, malconductivitywhichisshowninFigure9.However, andVPS,underavarietyofheat-treatmentconditions thedatacollectionmethod",,,,,,,,,,,,,,,,,,,,,,,,,conductivitywhichisshowninFigure9,9.0,,,,9,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,20,text,page_text,"ative of the optimal properties. L- exception of cold work [86]. PBF GRCop-84’s thermal conductivity demonstrates As-extruded, annealed, and brazed GRCop-84 a significant decrease starting at ∼850K, and Gradl revealed similar general te",,,,,,,,,,,,,,,,,,,,,,,,,"thermal conductivity demonstrates As-extruded, annealed, and brazed GRCop-84",,,,,,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,20,text,page_text,"peratures is not the primary design con- properties should remain largely unaffected [2]. This siderationofthecombustionchamberliner,buttensile distinction makes compa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted [2,2.0,,,,2,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,20,text,page_text,his 2012 study by Ellis et al. presents a thorough unknown and unreported. characterisation of GRCop-84 tensile properties fabri- Gradletal.[12]presentasignificantamountofdata cated b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cterisation of GRCop-84,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,21,text,page_text,"terpretedfromgraphicaldata. ii200ppmFeinterpretedfromgraphicaldata. +TheoreticaldensityrangebasedonpowderalloyingcompositionofTable1,measureddensitynotavailable. ++Calculatedfromtemperaturedependentequationsat300K",,,"densityrangebasedonpowderalloyingcompositionofTable1,",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,21,text,page_text,"Ifnotspecified, alloys demonstrate low loss of UTS and YS at high data was collected at room temperature [1,2].Marshall Space temperatures and after high temperature exposures. Flight Cen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted at room temperature [1,1.0,RT,,,1 @ RT,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,22,text,page_text,dL-PBF (SLM)conditionswithOFHCCuforcomparison;redrawnandcombinedfrom[1–5]. extracted in Table 6. The alloys were subjected to the UTS and YS loss compared to the other alloys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted in Table 6,6.0,,,,6,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,24,text,page_text,"gure Regardless of fabrication, wrought GRCop-84 has 13, which results in total elongations of 8–14%, which generally good creep characteristics compared to the resembles creep cur",,,,,,,,,,,,,,,,,,,elongations of 8–14%,14.0,,,%,14 %,,,,,,,,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,24,text,page_text,"RCop- 84, similar to UTS and YS behaviour [78]. AMZIRC, 84’s diverse creep characteristics of pure metal strain Cu–1Cr–0.1Zr,andCu–0.9Cr’screepstresswassignifi- and high creep exponents made apply",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cteristics of pure metal strain Cu–1,1.0,,1.0,,1 @ 1 °C,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,24,text,page_text,Cop-42 was more likely to exhibit more stage III Ellis and Loewenthal [95] conducted a follow-up creep [26]. A more recent comparison of extruded study to assess the variation of previou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted a follow-up creep [26,26.0,,26.0,,26 @ 26 °C,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,24,text,page_text,tilldemonstratesimilarcreepratesandlife- strating that the scatter in data collected before the timesunderthetestedconditions[82].Gradletal.pos- 2011studyislargelyduetocomplicationsofthetesting tulate that wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted before the timesunderthetestedconditions[82,82.0,RT,,,82 @ RT,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,26,text,page_text,"adl et al. also presented LCF results on wrought as quadratic equation forms of thermal expansion as GRCop-84 and GRCop-42 at room temperature, 673, a function of temperature in Table 8. Of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thermal expansion as GRCop-84,,,,,,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,26,text,page_text,"e alloys, and 873K with a fully reversed triangular waveform both GRCop alloys’ thermal expansion is consistently under strain control [82]. The GRCop alloys were lower at temperatures exceeding 700K which should teste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thermal expansion is consistently under strain control [82,82.0,,82.0,,82 @ 82 °C,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,31,text,page_text,"NTERNATIONALMATERIALSREVIEWS 423 [13] Williamson RA. Exploring the unknown: selected [35] Tritt TM. Thermal conductivity: theory, properties, documentsinthehistory of t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted [35,35.0,,,,35,,,,
Copper-based alloys for structural high-heat-flux applications  a review of development  properties  and performance of Cu-rich Cu Cr Nb alloys,32,text,page_text,"KellerDJ,NathalM.Thermophysicalprop- [74] Piatti G, Boerman D. Hot tensile characteristics and ertiesofGRCop-84.NASA/CR-2000-210055. microstructure of a Cu-0.65 Cr-0.08 Zr alloy for [94] Deck",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cteristics and ertiesofGRCop-84,,RT,,,,,,,
ECSS-E-HB-32-20_Part5A,19,text,page_text,...................219 Figure 48.13-3 - Coating design: High cycle fatigue characteristics of coated CMSX-2.........221 Figure 48.13-4 - Coating design: Schematic creep curves for substra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cteristics of coated CMSX-2,,,-2.0,,,,,,
ECSS-E-HB-32-20_Part5A,22,text,page_text,1441 and 1163 sheet.....................51 Table 46.6-4 - Al-Li alloys: Design tensile strengths for extruded 8090 alloys.......................53 Table 46.7-1 - Al-Li alloys: Alloy 8090 - Resul,,,,,,,,,,,,tensile strengths for extruded 8090,8090.0,UTS,,,,8090,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,25,text,page_text,inide groups.........................235 Table 49.3-1 - Nickel aluminides: Characteristics of NiAl and Ni3Al intermetallic compounds......................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cteristics of NiAl and Ni3,3.0,,,,3,,,,
ECSS-E-HB-32-20_Part5A,38,text,page_text,"e density and increases the stiffness. As a guide, each 1% of Lithium decreases density by approximately 3% and gives a 6% modulus increase (for additions up to ~4%). Aluminium‐lithium all",,,density by approximately 3%,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,39,text,page_text,"20 March 2011 46.4.3 Applications Aluminium‐lithium alloys aim to supersede selected 2XXX and 7XXX series conventional alloys in aerospace structures, in particular t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted 2,2.0,,,,2,,,,
ECSS-E-HB-32-20_Part5A,42,text,page_text,"88 - - - - - 95.3 - 130 (W/cmC) Electrical 17- conductivity - - - - - - 19 33 19 (% IACS) Key: (1) Data from Table 46.6.1 or Ref [46‐3], and cover a range of forms and t",19,% IACS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,42,text,page_text,- 21.4 - 23.6 (10–6/K) Heat capacity 1203 - - - - - 930 - 960 (J/kg/K) Thermal conductivity 88 - - - - - 95.3 - 130 (W/cmC) Electrical 17- conductivity - - - - - - 19 33 19,,,,,,,,,,,,,,,,,,,,,,,,,conductivity 88,88.0,,,,88,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,42,text,page_text,"0 (J/kg/K) Thermal conductivity 88 - - - - - 95.3 - 130 (W/cmC) Electrical 17- conductivity - - - - - - 19 33 19 (% IACS) Key: (1) Data from Table 46.6.1 or Ref [46‐3], and cover a range",,,,,,,,,,,,,,,,,,,,,,,,,conductivity - - - - - - 19,19.0,,,,19,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,42,text,page_text,Pa) Density 2590 2700 2620 2710 2630 2650 2540 2580 2810 (kg/m3) Coefficient of thermal expansion 23.6 - - - - - 21.4 - 23.6 (10–6/K) Heat capacity 1203 - - - - - 930 - 960 (J/kg/K),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thermal expansion 23.6,23.6,,,,23.6,,,,
ECSS-E-HB-32-20_Part5A,53,text,page_text,"values which can be expected, Ref. [46‐14]. Table 46.6‐4 ‐ Al‐Li alloys: Design tensile strengths for extruded 8090 alloys 8090‐T8511 8090‐T82 UTS (MPa) YS (MPa) UTS (MPa) YS (MPa) A-value(1) 505",,,,,,,,,,,,tensile strengths for extruded 8090,8090.0,UTS,,,,8090,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,54,text,page_text,ECSS‐E‐HB‐32‐20 Part 5A 20 March 2011 46.7.2 Test The SCC performance of selected alloys is determined against ECSS‐Q‐ST‐70‐37 (ASTM G44 and G47) using a stressed specimen in a 3.5% sodium chloride (NaCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted alloys is determined against ECSS‐Q‐ST‐70,70.0,,,,70,,,,
ECSS-E-HB-32-20_Part5A,55,text,page_text,ant sheet (50% 1632 class 3 PS) 1798 8090-T8 forging class 3 Key (1) Tests conducted to ESA PSS‐01‐737. This specification has been replaced by ECSS Q‐ST‐70‐37; (2) See also: ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted to ESA PSS‐01,1.0,,,,1,,,,
ECSS-E-HB-32-20_Part5A,57,text,page_text,"lly‐available from Alcan, has undergone evaluation of its SCC and fracture characteristics as a replacement for 2219 in welded cryogenic fuel tank applications, Ref. [46‐50], [46‐51]. [See also: 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cteristics as a replacement for 2219,2219.0,,1215.0,,2219 @ 1215 °C,,,,
ECSS-E-HB-32-20_Part5A,66,text,page_text,ases. Figure 46.10‐1 ‐ Aluminium ODS alloys: Comparison of elevated temperature tensile strength for various mechanically alloyed materials with Al‐2618 66,,,,,,,,,,,,tensile strength for various mechanically alloyed materials with Al‐2618,2618.0,UTS,,,,2618,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,72,text,page_text,"tigue performance of the ODS 3% alumina alloy is initially hindered by a modest tensile strength, but a higher run‐out stress is reached at high frequencies than for 2024 alloy. This suggests no fundamental deficiencies in the fatigue performance of",,,,,,,,,,,,"tensile strength, but a higher run‐out stress is reached at high frequencies than for 2024",2024.0,UTS,,1106.6666666666667,,2024 @ 1106.67 °C,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,82,text,page_text,"e properties of silicon carbide of particular interest are, Ref. [46‐82]:  Low density; 3210 kg/m3.  High elastic modulus; 430 GPa.  High compressive strength; 2800 MPa.  High",,,density; 3210 kg/m3,3210.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,82,text,page_text,GPa.  High compressive strength; 2800 MPa.  High hardness; 2480 Knoop.  High thermal conductivity; 1320 W/mK.  Low thermal expansion coefficient; 3.4 ppm/K.  Good bonding with alumi,,,,,,,,,,,,,,,,,,,,,,,,,thermal conductivity; 1320,1320.0,,,,1320,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,82,text,page_text,MPa.  High hardness; 2480 Knoop.  High thermal conductivity; 1320 W/mK.  Low thermal expansion coefficient; 3.4 ppm/K.  Good bonding with aluminium matrix. [See also: 43.12 ‐ silicon carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thermal expansion coefficient; 3.4,3.4,,,,3.4,,,,
ECSS-E-HB-32-20_Part5A,83,text,page_text,ticulate ® reinforcement – Hexon Appearance Black Powder Chemical formula SiB 6 Density 2430 kg/m3 Crystallographic structure Orthorhombic Hardness 2572 kg/m2 Melting point 1950,,,Density 2430 kg/m3,2430.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,83,text,page_text,s of elasticity 290 GPa Oxidation resistance Stable in air to 1550C Electrical conductivity 6.5 to 200 ohm.cm (RT to 800C) Thermal conductivity 9 W/m/K MOR (1) strength 225 M,,,,,,,,,,,,,,,,,,,,,,,,,conductivity 6.5,6.5,,,,6.5,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,83,text,page_text,Stable in air to 1550C Electrical conductivity 6.5 to 200 ohm.cm (RT to 800C) Thermal conductivity 9 W/m/K MOR (1) strength 225 MPa Key: Suppliers’ data Hexon SiB6 is a registered,,,,,,,,,,,,,,,,,,,,,,,,,Thermal conductivity 9,9.0,,,,9,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,87,text,page_text,"a) 310 230 - Elongation (%) 5 2.5 3 Young’s modulus (GPa) 115 140 140 2880 2900 Density (kg/m3) Thermal conductivity, (W/mK) 150 130 Coefficient of thermal expansion, 15.5 13.4",,,Density (kg/m3),3.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,87,text,page_text,"roduct form plate extrusion extrusion Heat treatment T4 T6 T1 Orientation L L L Ultimate tensile strength (MPa) 650 570 560 Yield stress (MPa) 480 480 440 Fatigue Strength, 107 cycles, (MPa) 310",,,,,,,,,,,,Ultimate tensile strength (MPa) 650,650.0,UTS,,,MPa,650 MPa,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,87,text,page_text,"ngation (%) 5 2.5 3 Young’s modulus (GPa) 115 140 140 2880 2900 Density (kg/m3) Thermal conductivity, (W/mK) 150 130 Coefficient of thermal expansion, 15.5 13.4 (ppm/K) Electrical conductivity",,,,,,,,,,,,,,,,,,,,,,,,,"Thermal conductivity, (W/mK) 150",150.0,,,W/mK,150 W/mK,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,87,text,page_text,", (W/mK) 150 130 Coefficient of thermal expansion, 15.5 13.4 (ppm/K) Electrical conductivity (%IACS) 21 21 * Suppliers’ data 87",,,,,,,,,,,,,,,,,,,,,,,,,conductivity (%IACS) 21,21.0,,,,21,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,87,text,page_text,"GPa) 115 140 140 2880 2900 Density (kg/m3) Thermal conductivity, (W/mK) 150 130 Coefficient of thermal expansion, 15.5 13.4 (ppm/K) Electrical conductivity (%IACS) 21 21 * Suppliers’ data 87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coefficient of thermal expansion, 15.5",15.5,,,,15.5,,,,
ECSS-E-HB-32-20_Part5A,89,text,page_text,64 225 99.8 110 F3S20S - T6 (3) 200 230 201 97.2 95 250 150 122 94.6 70 Key (1) AMC225xe (2124 + 25% SiCp extruded bar); (2) Duralcan W2F20A ‐ T6 (2618 + 20% Al2O3p extruded bar); (3) Duralcan F3S2,AMC225xe,2124 + 25% SiCp extruded bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,89,text,page_text,94.6 70 Key (1) AMC225xe (2124 + 25% SiCp extruded bar); (2) Duralcan W2F20A ‐ T6 (2618 + 20% Al2O3p extruded bar); (3) Duralcan F3S20S ‐ T6 (A359 + 20% SiCp forged disc). 46.14.2.3 DWA 2009/Si,T6,2618 + 20% Al2O3p extruded bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,89,text,page_text,Duralcan W2F20A ‐ T6 (2618 + 20% Al2O3p extruded bar); (3) Duralcan F3S20S ‐ T6 (A359 + 20% SiCp forged disc). 46.14.2.3 DWA 2009/SiC and 6092/SiC DWA is one of the longest established supp,T6,A359 + 20% SiCp forged disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
