paper_id,page_num,table_idx,row_idx,source_csv,alloy_name,composition_of_alloy,density_raw,density_value,density_unit,burn_factor_raw,burn_factor_value,extinction_pressure_raw,extinction_pressure_value,flammability_index_raw,flammability_index_value,tensile_strength_raw,tensile_strength_value,tensile_strength_type,tensile_temperature_label,tensile_temperature_C,tensile_unit,tensile_strength_with_temp,elongation_raw,elongation_value,elongation_temperature_label,elongation_temperature_C,elongation_unit,elongation_with_temp,thermal_conductivity_raw,thermal_conductivity_value,thermal_conductivity_temperature_label,thermal_conductivity_temperature_C,thermal_conductivity_unit,thermal_conductivity_with_temp,thermal_expansion_raw,thermal_expansion_value,thermal_expansion_temperature_label,thermal_expansion_temperature_C,thermal_expansion_unit,thermal_expansion_with_temp,manufacturing_process
ECSS-E-HB-32-20_Part5A,61,20,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p61_t20_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,1,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t1.csv,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,1,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t1.csv,Rapid solidification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,1,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t1.csv,"7090
7091
CW67
7064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,1,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t1.csv,Mechanically alloyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,1,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t1.csv,"Al-9052
AMC500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,1,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,2,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t2.csv,7091,,,,,,,,,,,640,640.0,UTS,,192.0,MPa,640 MPa @ 192 °C,13,13.0,,192.0,%,13 % @ 192 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,2,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t2.csv,nan,,,,,,,,,,,595,595.0,UTS,,7.0,MPa,595 MPa @ 7 °C,11,11.0,,7.0,%,11 % @ 7 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,2,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t2.csv,7090,,,,,,,,,,,675,675.0,UTS,,6511.0,MPa,675 MPa @ 6511 °C,10,10.0,,6511.0,%,10 % @ 6511 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,2,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t2.csv,nan,,,,,,,,,,,620,620.0,UTS,,7.0,MPa,620 MPa @ 7 °C,9,9.0,,7.0,%,9 % @ 7 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,2,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t2.csv,CW67,,,,,,,,,,,614,614.0,UTS,,7.0,MPa,614 MPa @ 7 °C,12,12.0,,7.0,%,12 % @ 7 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,2,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t2.csv,7064,,,,,,,,,,,683,683.0,UTS,,6.0,MPa,683 MPa @ 6 °C,12,12.0,,6.0,%,12 % @ 6 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,2,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t2.csv,nan,,,,,,,,,,,650,650.0,UTS,,7.0,MPa,650 MPa @ 7 °C,9,9.0,,7.0,%,9 % @ 7 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,2,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t2.csv,Al-9052,,,,,,,,,,,450,450.0,UTS,,,MPa,450 MPa,13,13.0,,,%,13 %,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,2,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t2.csv,nan,,,,,,,,,,,635,635.0,UTS,,,MPa,635 MPa,4,4.0,,,%,4 %,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,2,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t2.csv,,,,,,,,,,,,nan,,UTS,,,MPa,,nan,,,,%,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,22,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t22_camelot.csv,Rapid solidification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,22,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t22_camelot.csv,"7090 
7091 
CW67 
7064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,22,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t22_camelot.csv,Mechanically alloyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,22,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t22_camelot.csv,"Al-9052 
- 
4.0 
- 
- 
- 
- 
- 
- 
0.5 
1.1 
AMC500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,22,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t22_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,23,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t23_camelot.csv,7091,,,,,,,,,,,640,640.0,UTS,,192.0,MPa,640 MPa @ 192 °C,13,13.0,,192.0,%,13 % @ 192 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,23,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t23_camelot.csv,nan,,,,,,,,,,,595,595.0,UTS,,7.0,MPa,595 MPa @ 7 °C,11,11.0,,7.0,%,11 % @ 7 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,23,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t23_camelot.csv,7090,,,,,,,,,,,675,675.0,UTS,,6511.0,MPa,675 MPa @ 6511 °C,10,10.0,,6511.0,%,10 % @ 6511 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,23,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t23_camelot.csv,nan,,,,,,,,,,,620,620.0,UTS,,7.0,MPa,620 MPa @ 7 °C,9,9.0,,7.0,%,9 % @ 7 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,23,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t23_camelot.csv,CW67,,,,,,,,,,,614,614.0,UTS,,7.0,MPa,614 MPa @ 7 °C,12,12.0,,7.0,%,12 % @ 7 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,23,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t23_camelot.csv,7064,,,,,,,,,,,683,683.0,UTS,,6.0,MPa,683 MPa @ 6 °C,12,12.0,,6.0,%,12 % @ 6 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,23,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t23_camelot.csv,nan,,,,,,,,,,,650,650.0,UTS,,7.0,MPa,650 MPa @ 7 °C,9,9.0,,7.0,%,9 % @ 7 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,23,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t23_camelot.csv,Al-9052,,,,,,,,,,,450,450.0,UTS,,,MPa,450 MPa,13,13.0,,,%,13 %,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,23,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t23_camelot.csv,nan,,,,,,,,,,,635,635.0,UTS,,,MPa,635 MPa,4,4.0,,,%,4 %,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,74,23,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t23_camelot.csv,,,,,,,,,,,,nan,,UTS,,,MPa,,nan,,,,%,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,75,1,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p75_t1.csv,,,,,,,,,,,,,,,,,,,5.0 †,5.0,RT,,%,5 % @ RT,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,75,1,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p75_t1.csv,,,,,,,,,,,,,,,,,,,nan,,,166.0,%,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,75,1,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p75_t1.csv,,,,,,,,,,,,,,,,,,,nan,,,232.0,%,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,75,1,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p75_t1.csv,,,,,,,,,,,,,,,,,,,nan,,,260.0,%,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,75,1,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p75_t1.csv,,,,,,,,,,,,,,,,,,,nan,,,316.0,%,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,75,1,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p75_t1.csv,,,,,,,,,,,,,,,,,,,nan,,RT,316.0,%,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,75,24,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p75_t24_camelot.csv,,,,,,,,,,,,,,,,,,,5.0 †,5.0,RT,,%,5 % @ RT,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,75,24,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p75_t24_camelot.csv,,,,,,,,,,,,,,,,,,,nan,,,166.0,%,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,75,24,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p75_t24_camelot.csv,,,,,,,,,,,,,,,,,,,nan,,,232.0,%,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,75,24,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p75_t24_camelot.csv,,,,,,,,,,,,,,,,,,,nan,,,260.0,%,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,75,24,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p75_t24_camelot.csv,,,,,,,,,,,,,,,,,,,nan,,,316.0,%,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,75,24,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p75_t24_camelot.csv,,,,,,,,,,,,,,,,,,,nan,,RT,316.0,%,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,1,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t1.csv,,,,,,,,,,,,462,462.0,UTS,,24.0,MPa,462 MPa @ 24 °C,12.9,12.9,,24.0,%,12.9 % @ 24 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,1,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t1.csv,,,,,,,,,,,,379,379.0,UTS,,149.0,MPa,379 MPa @ 149 °C,7.2,7.2,,149.0,%,7.2 % @ 149 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,1,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t1.csv,,,,,,,,,,,,338,338.0,UTS,,232.0,MPa,338 MPa @ 232 °C,8.2,8.2,,232.0,%,8.2 % @ 232 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,1,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t1.csv,,,,,,,,,,,,276,276.0,UTS,,316.0,MPa,276 MPa @ 316 °C,11.9,11.9,,316.0,%,11.9 % @ 316 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,1,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t1.csv,,,,,,,,,,,,155,155.0,UTS,,427.0,MPa,155 MPa @ 427 °C,15.1,15.1,,427.0,%,15.1 % @ 427 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,2,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t2.csv,,,,,,,,,,,,559,559.0,UTS,,24.0,MPa,559 MPa @ 24 °C,7.2,7.2,,24.0,%,7.2 % @ 24 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,2,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t2.csv,,,,,,,,,,,,469,469.0,UTS,,150.0,MPa,469 MPa @ 150 °C,4.2,4.2,,150.0,%,4.2 % @ 150 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,2,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t2.csv,,,,,,,,,,,,407,407.0,UTS,,230.0,MPa,407 MPa @ 230 °C,6.0,6.0,,230.0,%,6 % @ 230 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,2,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t2.csv,,,,,,,,,,,,303,303.0,UTS,,315.0,MPa,303 MPa @ 315 °C,6.8,6.8,,315.0,%,6.8 % @ 315 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,3,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t3.csv,-,,2820,2820.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,3,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t3.csv,-,,2860,2860.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,3,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t3.csv,CU78,,2950,2950.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,3,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t3.csv,CZ42,,3010,3010.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,3,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t3.csv,-,,2910,2910.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,3,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t3.csv,FVS-0812,,3020,3020.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,3,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t3.csv,FVS-1212,,3070,3070.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,3,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t3.csv,"Calidus
350xq",,2990,2990.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,3,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t3.csv,RAE 72,,2890,2890.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,3,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t3.csv,I/M 2219,,2860,2860.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,3,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t3.csv,,,nan,,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,25,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t25_camelot.csv,,,,,,,,,,,,462,462.0,UTS,,24.0,MPa,462 MPa @ 24 °C,12.9,12.9,,24.0,%,12.9 % @ 24 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,25,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t25_camelot.csv,,,,,,,,,,,,379,379.0,UTS,,149.0,MPa,379 MPa @ 149 °C,7.2,7.2,,149.0,%,7.2 % @ 149 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,25,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t25_camelot.csv,,,,,,,,,,,,338,338.0,UTS,,232.0,MPa,338 MPa @ 232 °C,8.2,8.2,,232.0,%,8.2 % @ 232 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,25,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t25_camelot.csv,,,,,,,,,,,,276,276.0,UTS,,316.0,MPa,276 MPa @ 316 °C,11.9,11.9,,316.0,%,11.9 % @ 316 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,25,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t25_camelot.csv,,,,,,,,,,,,155,155.0,UTS,,427.0,MPa,155 MPa @ 427 °C,15.1,15.1,,427.0,%,15.1 % @ 427 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,26,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t26_camelot.csv,,,,,,,,,,,,559,559.0,UTS,,24.0,MPa,559 MPa @ 24 °C,7.2,7.2,,24.0,%,7.2 % @ 24 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,26,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t26_camelot.csv,,,,,,,,,,,,469,469.0,UTS,,150.0,MPa,469 MPa @ 150 °C,4.2,4.2,,150.0,%,4.2 % @ 150 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,26,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t26_camelot.csv,,,,,,,,,,,,407,407.0,UTS,,230.0,MPa,407 MPa @ 230 °C,6.0,6.0,,230.0,%,6 % @ 230 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,26,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t26_camelot.csv,,,,,,,,,,,,303,303.0,UTS,,315.0,MPa,303 MPa @ 315 °C,6.8,6.8,,315.0,%,6.8 % @ 315 °C,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,27,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t27_camelot.csv,-,,2820,2820.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,27,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t27_camelot.csv,-,,2860,2860.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,27,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t27_camelot.csv,CU78,,2950,2950.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,27,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t27_camelot.csv,CZ42,,3010,3010.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,27,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t27_camelot.csv,-,,2910,2910.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,27,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t27_camelot.csv,FVS-0812,,3020,3020.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,27,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t27_camelot.csv,FVS-1212,,3070,3070.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,27,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t27_camelot.csv,"Calidus 
350xq",,2990,2990.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,27,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t27_camelot.csv,RAE 72,,2890,2890.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,27,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t27_camelot.csv,I/M 2219,,2860,2860.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,76,27,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t27_camelot.csv,,,nan,,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,1,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,"2124, 6061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,1,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,"Al, Al-Cu2, ?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,1,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,AlSi7Mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,1,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,Al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,1,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,"Al, Al-Cu2,
?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,1,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,n.s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,1,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,A356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,1,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,"3xx, 6061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,1,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,"2009, 6069, ?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,1,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,"Al, AlSi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,1,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,3xx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,1,12,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,cast alloys ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cast
ECSS-E-HB-32-20_Part5A,80,1,13,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,AlSi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,1,14,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,cast alloys ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cast
ECSS-E-HB-32-20_Part5A,80,1,15,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,"wrought
alloys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wrought
ECSS-E-HB-32-20_Part5A,80,1,16,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,cast alloys ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cast
ECSS-E-HB-32-20_Part5A,80,1,17,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,Al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,1,18,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,"Al, AlSi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,1,19,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,29,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t29_camelot.csv,"2124, 6061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,29,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t29_camelot.csv,"Al, Al-Cu2, ?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,29,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t29_camelot.csv,AlSi7Mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,29,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t29_camelot.csv,Al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,29,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t29_camelot.csv,"Al, Al-Cu2, 
?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,29,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t29_camelot.csv,n.s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,29,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t29_camelot.csv,A356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,29,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t29_camelot.csv,"3xx, 6061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,80,29,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t29_camelot.csv,"2009, 6069, ?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
