paper_id,page_num,table_idx,n_rows,n_cols,csv_path,sample_header
ECSS-E-HB-32-20_Part5A,57,18,10,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p57_t18_camelot.csv,"Alloy | Form | Direction (1) | SCC resistance (a) | <NA> | EXCO(2) 
rating (b)"
ECSS-E-HB-32-20_Part5A,59,1,11,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p59_t1.csv,"Alloy +
condition | t (mm) 3 | Orientati
on | R | Test
temp.3
(C) | K3
(MPam) | None | None | Specim
en ID"
ECSS-E-HB-32-20_Part5A,59,19,8,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p59_t19_camelot.csv,"Alloy + 
condition | t (mm) 3 | Orientati
on | R | Test 
temp.3  
(C) | K3  
(MPam) | Specim
en ID"
ECSS-E-HB-32-20_Part5A,61,1,5,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p61_t1.csv,ET ‐ External Tank | Mass (kg) | Missions
ECSS-E-HB-32-20_Part5A,61,20,5,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p61_t20_camelot.csv,ET ‐ External Tank | Mass (kg) | Missions
ECSS-E-HB-32-20_Part5A,74,1,7,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t1.csv,Alloy | Composition (wt%) | None | None | None | None | None | None | None | None | None
ECSS-E-HB-32-20_Part5A,74,2,11,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t2.csv,"Alloy | Temper | UTS
(MPa)(1) | YS
(MPa) (1) | Elongation
(%)(1)"
ECSS-E-HB-32-20_Part5A,74,22,6,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t22_camelot.csv,"Composition (wt%) 
Alloy 
Zn 
Mg 
Cu 
Co 
Zr 
Ni 
Cr 
Li 
O 
C | <NA> | <NA> | <NA> | <NA> | <NA> | <NA> | <NA> | <NA> | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,74,23,11,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p74_t23_camelot.csv,"Alloy | Temper | UTS 
(MPa)(1) | YS 
(MPa) (1) | Elongation 
(%)(1)"
ECSS-E-HB-32-20_Part5A,75,1,7,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p75_t1.csv,"Temperature (1)
(°C) | TS
(MPa) | YS
(MPa) | E
(GPa) | Elongation (%) | Fracture Toughness,
K (MPa√m)
1C"
ECSS-E-HB-32-20_Part5A,75,24,7,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p75_t24_camelot.csv,"Temperature (1) 
(°C) | TS 
(MPa) | YS 
(MPa) | E 
(GPa) | Elongation (%) | Fracture Toughness, 
K1C   (MPa√m)"
ECSS-E-HB-32-20_Part5A,76,1,6,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t1.csv,"Temperature
(°C) | YS
(MPa) | UTS
(MPa) | Elongation
(%) | E
(GPa)"
ECSS-E-HB-32-20_Part5A,76,2,5,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t2.csv,"Temperature
(°C) | UTS
(MPa) | YS
(MPa) | Elongation
(%) | E
(GPa)"
ECSS-E-HB-32-20_Part5A,76,3,12,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t3.csv,"Alloy (1) | Composition | E
(GPa) | 
(kg/m3) | E/(2)
(MNm/kg) | E1/3/(3)
(N1/3m7/3/kg)"
ECSS-E-HB-32-20_Part5A,76,25,6,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t25_camelot.csv,"Temperature 
(°C) | YS 
(MPa) | UTS 
(MPa) | Elongation 
(%) | E 
(GPa)"
ECSS-E-HB-32-20_Part5A,76,26,5,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t26_camelot.csv,"Temperature 
(°C) | UTS 
(MPa) | YS 
(MPa) | Elongation 
(%) | E 
(GPa)"
ECSS-E-HB-32-20_Part5A,76,27,12,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p76_t27_camelot.csv,"Alloy (1) | Composition | E 
(GPa) |  
(kg/m3) | E/(2) 
(MNm/kg) | E1/3/(3) 
(N1/3m7/3/kg)"
ECSS-E-HB-32-20_Part5A,80,1,20,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t1.csv,Supplier (location) | Reinforcements | Matrix alloys | Process
ECSS-E-HB-32-20_Part5A,80,29,20,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p80_t29_camelot.csv,Supplier (location) | Reinforcements | Matrix alloys | Process
ECSS-E-HB-32-20_Part5A,83,1,13,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p83_t1.csv,Appearance | Black Powder
ECSS-E-HB-32-20_Part5A,83,30,13,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p83_t30_camelot.csv,Appearance | Black Powder
ECSS-E-HB-32-20_Part5A,84,1,6,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p84_t1.csv,"Material (1) | Young’s modulus
[GPa] | None | CTE
[ppm/K] | None | Thermal
Conductivity
[W/mK] | Density
[kg/m3]"
ECSS-E-HB-32-20_Part5A,84,31,6,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p84_t31_camelot.csv,"Material (1) | Young’s modulus 
[GPa] | <NA> | CTE 
[ppm/K] | <NA> | Thermal 
Conductivity  
[W/mK] | Density 
[kg/m3]"
ECSS-E-HB-32-20_Part5A,87,1,17,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p87_t1.csv,Properties | AMC225xe * | AMC640xa * | None
ECSS-E-HB-32-20_Part5A,87,32,17,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p87_t32_camelot.csv,Properties | AMC225xe * | AMC640xa * | <NA>
ECSS-E-HB-32-20_Part5A,88,1,17,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p88_t1.csv,"Thermal Cycling | Temper | Temperature
(°C) | UTS YS
(MPa) (MPa)"
ECSS-E-HB-32-20_Part5A,88,33,17,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p88_t33_camelot.csv,"Thermal Cycling | Temper | Temperature 
(°C) | UTS 
YS 
(MPa) 
(MPa)"
ECSS-E-HB-32-20_Part5A,89,1,18,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p89_t1.csv,"Material | Temp.
(°C) | UTS YS
(MPa) (MPa) | E
(GPa) | Fatigue strength, 107
cycles, (MPa)"
ECSS-E-HB-32-20_Part5A,89,34,18,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p89_t34_camelot.csv,"Material | Temp. 
(°C) | UTS 
YS 
(MPa) 
(MPa) | E 
(GPa) | Fatigue strength, 107 
cycles, (MPa)"
ECSS-E-HB-32-20_Part5A,90,1,30,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p90_t1.csv,"Properties (1) | None | 2009/SiC
/15.5p | 6092/SiC
/17.5p | 6092/SiC
/17.5p | 6092/SiC/
25p"
ECSS-E-HB-32-20_Part5A,90,35,30,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p90_t35_camelot.csv,"Properties (1) | <NA> | 2009/SiC
/15.5p | 6092/SiC
/17.5p | 6092/SiC
/17.5p | 6092/SiC/
25p"
ECSS-E-HB-32-20_Part5A,91,1,14,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p91_t1.csv,"Matrix
alloy | SiCp
(vol.
%) | SiCp
d50
Value
(m) | Temper | Extrusion
ratio | Directio
n | YS
(MPa) | UTS
(MP
a) | Elong-
ation
(%) | E
(GPa
)"
ECSS-E-HB-32-20_Part5A,91,36,14,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p91_t36_camelot.csv,"Matrix 
alloy | SiCp 
(vol. 
%) | SiCp 
d50 
Value 
(m) | Temper | Extrusion 
ratio | Directio
n | YS 
(MPa) | UTS 
(MP
a) | Elong-
ation  
(%) | E 
(GPa
)"
ECSS-E-HB-32-20_Part5A,94,1,15,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p94_t1.csv,Properties | AlSiC‐9 | AlSiC‐10 | AlSiC‐12
ECSS-E-HB-32-20_Part5A,94,39,15,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p94_t39_camelot.csv,Properties | AlSiC‐9 | AlSiC‐10 | AlSiC‐12
ECSS-E-HB-32-20_Part5A,95,1,10,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p95_t1.csv,Properties | MCX‐693 | MCX‐686 | MCX‐696 | MCX‐724 | MCX‐947
ECSS-E-HB-32-20_Part5A,95,2,9,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p95_t2.csv,"Properties | MCX‐
1195 | MCX‐1405 | MCX‐1605"
ECSS-E-HB-32-20_Part5A,95,40,10,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p95_t40_camelot.csv,Properties | MCX‐693 | MCX‐686 | MCX‐696 | MCX‐724 | MCX‐947
ECSS-E-HB-32-20_Part5A,95,41,9,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p95_t41_camelot.csv,"Properties | MCX‐
1195 | <NA> | MCX‐1405  MCX‐1605"
ECSS-E-HB-32-20_Part5A,96,1,20,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p96_t1.csv,Properties | Material designation | None | None | None | None | None
ECSS-E-HB-32-20_Part5A,96,42,20,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p96_t42_camelot.csv,Properties | Material designation | <NA> | <NA> | <NA> | <NA> | <NA>
ECSS-E-HB-32-20_Part5A,97,1,10,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p97_t1.csv,Properties | Material | None | None
ECSS-E-HB-32-20_Part5A,97,43,10,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p97_t43_camelot.csv,Properties | Material | <NA> | <NA>
ECSS-E-HB-32-20_Part5A,98,1,22,19,Dataset\tables\ECSS-E-HB-32-20_Part5A_p98_t1.csv,"Hexon
SiB6
(vol.%) | Ultimate
tensile
strength (2)
(MPa) | None | None | Yield
stress (2)
(MPa) | None | None | Fatigue
strength(2)
(MPa) | None | None | Elastic
modulus(3
) (GPa) | None | None | The"
ECSS-E-HB-32-20_Part5A,98,44,22,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p98_t44_camelot.csv,"Hexon 
SiB6 
(vol.%) | Ultimate 
tensile 
strength (2) 
(MPa) | Yield 
stress (2)  
(MPa) | Fatigue 
strength(2)  
(MPa) | Elastic 
modulus(3
)  (GPa) | Thermal 
conductivity(3) 
(W/mK) | Thermal 
ex"
ECSS-E-HB-32-20_Part5A,99,1,16,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p99_t1.csv,"Properties | None | MetGraf
4‐230 | MetGraf
7‐200"
ECSS-E-HB-32-20_Part5A,99,45,16,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p99_t45_camelot.csv,"Properties | <NA> | MetGraf 
4‐230 | MetGraf 
7‐200"
ECSS-E-HB-32-20_Part5A,100,1,4,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p100_t1.csv,"<NA> | MetGraf
7‐200 | MetGraf
4‐230 | Kovar | Al/SiC | CuMo
80‐20 | CuMo
85‐15 | CuW
90‐10 | CuW
85‐15"
ECSS-E-HB-32-20_Part5A,100,46,4,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p100_t46_camelot.csv,"<NA> | MetGraf 
7‐200 | MetGraf
4‐230 | Kovar | Al/SiC | CuMo
80‐20 | CuMo 
85‐15 | CuW 
90‐10 | CuW 
85‐15"
ECSS-E-HB-32-20_Part5A,101,1,13,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p101_t1.csv,Properties | Osprey standard alloys | None | None | None | None | None
ECSS-E-HB-32-20_Part5A,101,47,13,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p101_t47_camelot.csv,Properties | Osprey standard alloys | <NA> | <NA> | <NA> | <NA> | <NA>
ECSS-E-HB-32-20_Part5A,103,1,9,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p103_t1.csv,"Fibre
type(1)/Name | Al 0
2 3
Carbon Carbon Carbon Al 0 :SiO
2 3 2
Nextel
HT IM HM Altex
610"
ECSS-E-HB-32-20_Part5A,103,48,9,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p103_t48_camelot.csv,"Fibre 
type(1)/Name | Al203 
Carbon 
Carbon 
Carbon 
Al203:SiO2 
Nextel 
Altex 
HT 
IM 
HM 
610"
ECSS-E-HB-32-20_Part5A,104,1,8,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p104_t1.csv,Nextel 610 (1) | Properties
ECSS-E-HB-32-20_Part5A,104,49,8,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p104_t49_camelot.csv,Nextel 610 (1) | Properties
ECSS-E-HB-32-20_Part5A,108,1,14,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p108_t1.csv,"Fibre (1) | Vol
% | Matrix | Process
(2) | Density
(kg/m3) | Direction
(3) | UTS
(MPa) | E
(GPa) | CTE (ppm/K) | None"
ECSS-E-HB-32-20_Part5A,108,50,14,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p108_t50_camelot.csv,"Fibre (1) | Vol
% | Matrix | Process 
(2) | Density 
(kg/m3) | Direction 
(3) | UTS 
(MPa) | E 
(GPa) | CTE (ppm/K) | <NA>"
ECSS-E-HB-32-20_Part5A,109,1,13,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p109_t1.csv,Properties (3) | Matrix | None
ECSS-E-HB-32-20_Part5A,109,51,13,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p109_t51_camelot.csv,Properties (3) | Matrix | <NA>
ECSS-E-HB-32-20_Part5A,110,1,4,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p110_t1.csv,Material | None | None
ECSS-E-HB-32-20_Part5A,110,2,7,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p110_t2.csv,Application: Push rods(1) ; 9.5mm diameter  226mm long | None | None
ECSS-E-HB-32-20_Part5A,110,52,4,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p110_t52_camelot.csv,Material | <NA> | <NA>
ECSS-E-HB-32-20_Part5A,110,53,7,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p110_t53_camelot.csv,Application: Push rods(1) ;  9.5mm diameter  226mm long | <NA> | <NA>
ECSS-E-HB-32-20_Part5A,111,1,18,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p111_t1.csv,MetPreg™ alumina reinforced aluminium ‘prepreg’ tape | None
ECSS-E-HB-32-20_Part5A,111,54,18,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p111_t54_camelot.csv,MetPreg™ alumina reinforced aluminium ‘prepreg’ tape | <NA>
ECSS-E-HB-32-20_Part5A,127,1,9,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p127_t1.csv,"Alloying element | Range
(approx. weight.%) | Effect on structure"
ECSS-E-HB-32-20_Part5A,127,55,9,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p127_t55_camelot.csv,"Alloying element | Range 
(approx. weight.%) | Effect on structure"
ECSS-E-HB-32-20_Part5A,128,1,7,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p128_t1.csv,Property |  ‐ processed |  ‐  processed
ECSS-E-HB-32-20_Part5A,128,2,8,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p128_t2.csv,"Alloy group or
specification | Nominal
composition
(%) | Available product
forms (Country) | General description | Typical aerospace
applications"
ECSS-E-HB-32-20_Part5A,128,56,7,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p128_t56_camelot.csv,Property |  ‐ processed |  ‐   processed
ECSS-E-HB-32-20_Part5A,128,57,8,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p128_t57_camelot.csv,"Nominal 
Alloy group or 
Available product 
Typical aerospace 
General description 
composition 
specification 
forms (Country) 
applications 
(%) | <NA> | <NA> | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,129,1,11,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p129_t1.csv,"Alloy group or
specification | Nominal
composition
(%) | Available product
forms (Country) | General description | Typical aerospace
applications"
ECSS-E-HB-32-20_Part5A,129,58,11,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p129_t58_camelot.csv,"Alloy group or 
specification | Nominal 
composition 
(%) | Available product 
forms (Country) | General description | Typical aerospace 
applications"
ECSS-E-HB-32-20_Part5A,131,1,10,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p131_t1.csv,"Alloy | Form | Temp.
(C) | UTS
(MPa) | 0.2%PS
(MPa) | El
(%) | R of A
(%) | Comments"
ECSS-E-HB-32-20_Part5A,131,59,10,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p131_t59_camelot.csv,"Alloy | Form | Temp. 
(C) | UTS 
(MPa) | 0.2%PS 
(MPa) | El 
(%) | R of A 
(%) | Comments"
ECSS-E-HB-32-20_Part5A,137,1,17,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p137_t1.csv,Property | Alloy | None | None | None | None
ECSS-E-HB-32-20_Part5A,137,65,16,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p137_t65_camelot.csv,Property | Alloy | <NA> | <NA> | <NA> | <NA>
ECSS-E-HB-32-20_Part5A,145,1,30,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p145_t1.csv,"Matrix Alloy
[See: Notes] | Fibre Type
† | Fibre Volume
% | Ultimate Tensile Strength | None | Modulus (GPa) | Notes"
ECSS-E-HB-32-20_Part5A,145,67,30,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p145_t67_camelot.csv,"Matrix Alloy 
[See: Notes] | Fibre Type 
† | Fibre Volume 
% | Ultimate Tensile Strength | <NA> | Modulus (GPa) | Notes"
ECSS-E-HB-32-20_Part5A,146,1,5,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p146_t1.csv,"Alloy | Filament
(Vol.%) | UTS
(MPa) | Modulus
(GPa)"
ECSS-E-HB-32-20_Part5A,146,68,5,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p146_t68_camelot.csv,"Alloy | Filament 
(Vol.%) | UTS 
(MPa) | Modulus 
(GPa)"
ECSS-E-HB-32-20_Part5A,147,1,15,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p147_t1.csv,"Matrix type
[See: Notes] | Fibre
type
† | Fibre
vol. % | Cycles to
failure
(x 104) | UTS
(MPa)"
ECSS-E-HB-32-20_Part5A,147,69,15,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p147_t69_camelot.csv,"Matrix type 
[See: Notes] | Fibre 
type  
† | Fibre  
vol. % | Cycles to 
failure  
(x 104) | UTS  
(MPa)"
ECSS-E-HB-32-20_Part5A,150,1,6,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p150_t1.csv,Conditions | Characteristics | Comments
ECSS-E-HB-32-20_Part5A,150,71,6,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p150_t71_camelot.csv,Conditions | Characteristics | Comments
ECSS-E-HB-32-20_Part5A,151,1,11,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p151_t1.csv,Conditions | Characteristic
ECSS-E-HB-32-20_Part5A,151,72,11,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p151_t72_camelot.csv,Conditions | Characteristic
ECSS-E-HB-32-20_Part5A,152,1,4,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p152_t1.csv,"Substrate | Coating
composition | Application
method | Comments"
ECSS-E-HB-32-20_Part5A,152,73,4,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p152_t73_camelot.csv,"Substrate | Coating 
composition | Application 
method | Comments"
ECSS-E-HB-32-20_Part5A,161,1,38,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p161_t1.csv,Application | Property requirements
ECSS-E-HB-32-20_Part5A,161,74,38,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p161_t74_camelot.csv,Application | Property requirements
ECSS-E-HB-32-20_Part5A,163,1,34,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p163_t1.csv,Alloy designation [Manufacturer] | Application | Notes
ECSS-E-HB-32-20_Part5A,163,75,34,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p163_t75_camelot.csv,"Alloy designation [Manufacturer] 
Application 
Notes | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,164,1,21,14,Dataset\tables\ECSS-E-HB-32-20_Part5A_p164_t1.csv,"Alloy | Form | Temp.
(°C) | TS
(MPa) | YS
(MPa) | El
(%) | R of A
(%) | E
(GPa) | Notch
TS
(MPa) | Stress Rupture | None | DEWSIM
(gcm-3) | Melting
Range
(°C) | Comments"
ECSS-E-HB-32-20_Part5A,164,76,21,14,Dataset\tables\ECSS-E-HB-32-20_Part5A_p164_t76_camelot.csv,"Alloy | Form | Temp. 
(°C) | TS 
(MPa) | YS 
(MPa) | El 
(%) | R of A 
(%) | E 
(GPa) | Notch 
TS 
(MPa) | Stress Rupture | <NA> | DEWSIM 
(gcm-3) | Melting 
Range 
(°C) | Comments"
ECSS-E-HB-32-20_Part5A,165,1,23,14,Dataset\tables\ECSS-E-HB-32-20_Part5A_p165_t1.csv,"Alloy | Form | Temp.
(°C) | TS
(MPa) | YS
(MPa) | El
(%) | R of A
(%) | E
(GPa) | Notch
TS
(MPa) | Stress Rupture | None | DEWSIM
(g/cm3) | Melting
Range
(°C) | Comments"
ECSS-E-HB-32-20_Part5A,165,77,23,14,Dataset\tables\ECSS-E-HB-32-20_Part5A_p165_t77_camelot.csv,"Alloy | Form | Temp. 
(°C) | TS 
(MPa) | YS 
(MPa) | El 
(%) | R of A 
(%) | E 
(GPa) | Notch 
TS 
(MPa) | Stress Rupture | <NA> | DEWSIM 
(g/cm3) | Melting 
Range 
(°C) | Comments"
ECSS-E-HB-32-20_Part5A,166,1,17,14,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t1.csv,"Alloy | Form | Temp.
(°C) | TS
(MPa) | YS
(MPa) | El
(%) | R of A
(%) | E
(GPa) | Notch
TS
(MPa) | Stress Rupture | None | DEWSIM
(g/cm3) | Melting
Range
(°C) | Comments"
ECSS-E-HB-32-20_Part5A,166,78,17,14,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,"Alloy | Form | Temp. 
(°C) | TS 
(MPa) | YS 
(MPa) | El 
(%) | R of A 
(%) | E 
(GPa) | Notch 
TS 
(MPa) | Stress Rupture | <NA> | DEWSIM 
(g/cm3) | Melting 
Range 
(°C) | Comments"
ECSS-E-HB-32-20_Part5A,167,1,11,14,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t1.csv,"Alloy | Form | Temp.
(°C) | TS
(MPa) | YS
(MPa) | El
(%) | R of A
(%) | E
(GPa) | Notch
TS
(MPa) | Stress Rupture | None | DEWSIM
(g/cm3) | Melting
Range
(°C) | Comments"
ECSS-E-HB-32-20_Part5A,167,79,11,14,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t79_camelot.csv,"Alloy | Form | Temp. 
(°C) | TS 
(MPa) | YS 
(MPa) | El 
(%) | R of A 
(%) | E 
(GPa) | Notch 
TS 
(MPa) | Stress Rupture | <NA> | DEWSIM 
(g/cm3) | Melting 
Range 
(°C) | Comments"
ECSS-E-HB-32-20_Part5A,169,1,12,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t1.csv,Service condition | Rocket engine  | Aircraft engine
ECSS-E-HB-32-20_Part5A,169,80,12,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t80_camelot.csv,Service condition | Rocket engine  | Aircraft engine
ECSS-E-HB-32-20_Part5A,170,1,6,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p170_t1.csv,Type of material | Notes
ECSS-E-HB-32-20_Part5A,170,81,6,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p170_t81_camelot.csv,Type of material | Notes
ECSS-E-HB-32-20_Part5A,171,1,3,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p171_t1.csv,Alloy | Ranking †
ECSS-E-HB-32-20_Part5A,171,82,3,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p171_t82_camelot.csv,Alloy | Ranking †
ECSS-E-HB-32-20_Part5A,172,1,6,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t1.csv,Composition | Type of reinforcement †
ECSS-E-HB-32-20_Part5A,172,2,5,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t2.csv,Alloy | Composition (Balance ‐ Nickel)
ECSS-E-HB-32-20_Part5A,172,83,6,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t83_camelot.csv,Composition | Type of reinforcement †
ECSS-E-HB-32-20_Part5A,172,84,5,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t84_camelot.csv,Alloy | Composition (Balance ‐ Nickel)
ECSS-E-HB-32-20_Part5A,173,1,12,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t1.csv,Alloy | Composition
ECSS-E-HB-32-20_Part5A,173,85,12,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t85_camelot.csv,Alloy | Composition
ECSS-E-HB-32-20_Part5A,174,1,9,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p174_t1.csv,Process | Problem | Comments
ECSS-E-HB-32-20_Part5A,174,2,11,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p174_t2.csv,Alloy | Composition
ECSS-E-HB-32-20_Part5A,174,86,9,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p174_t86_camelot.csv,Process | Problem | Comments
ECSS-E-HB-32-20_Part5A,174,87,11,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p174_t87_camelot.csv,Alloy | Composition
ECSS-E-HB-32-20_Part5A,175,1,10,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p175_t1.csv,Alloy | Composition
ECSS-E-HB-32-20_Part5A,175,88,10,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p175_t88_camelot.csv,Alloy | Composition
ECSS-E-HB-32-20_Part5A,178,1,13,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p178_t1.csv,Type | Material | Comments
ECSS-E-HB-32-20_Part5A,178,89,13,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p178_t89_camelot.csv,Type | Material | Comments
ECSS-E-HB-32-20_Part5A,179,1,21,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p179_t1.csv,"Property | Units | Temp
(°C) | Alloy classification | None | None | None | None | None | None | None"
ECSS-E-HB-32-20_Part5A,179,90,21,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p179_t90_camelot.csv,"Property | Units | Temp 
(°C) | Alloy classification | <NA> | <NA> | <NA> | <NA> | <NA> | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,180,1,4,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p180_t1.csv,"Reinforcement | Recrystallisation temperature of W reduced by: Ni, Al & Mn.
Reaction of W with matrix."
ECSS-E-HB-32-20_Part5A,180,91,4,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p180_t91_camelot.csv,"Reinforcement | Recrystallisation temperature of W reduced by: Ni, Al & Mn. 
Reaction of W with matrix."
ECSS-E-HB-32-20_Part5A,181,1,6,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p181_t1.csv,"Filament | Matrix | Fibre vol
(%) | Diffusion
barrier
coating | Fibre
angle
(°) | Test
temp
(°C) | 0.2% YS
(MPa) | UTS
(MPa) | E
(GPa) | Elong.
(%) | R of A
(%)"
